LLM,Benchmark prompt,Execution time (s),CPU Energy (J),RAM Energy (J),GPU Energy (J),CPU Power (W),RAM Power (W),GPU Power (W),CO2 emissions (Kg),CO2 emissions rate (Kg/s),HumanEval pass@1
llama-2-7b.Q3_K_L,HumanEval/54,32.27458095550537,726.1642849445343,177.44974459120203,-39.97503198,22.5,5.794223785400391,3.432270225796732,5.255075370321575e-05,1.6282396904134454e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/55,29.378853797912598,661.0157454013824,160.72204521292863,-35.840028672,22.5,5.794223785400391,24.56382066572741,4.782035067965252e-05,1.6277132868624784e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/56,20.159536600112915,453.5832864046097,107.1988965345654,-242.49419399520002,22.5,5.794223785400391,27.53182744393853,1.936720523392905e-05,9.606969454754517e-07,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/57,14.459953546524048,325.34612238407135,74.24471706685472,-301.1982409584,22.5,5.794223785400391,23.50545359649501,5.986998299328697e-06,4.140399400361753e-07,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/58,21.3889262676239,481.24325573444366,114.21644870453201,-76.74806139839998,22.5,5.794223785400391,27.889259246559803,3.156259487304646e-05,1.4756512074578652e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/59,34.77738046646118,782.4776333570479,191.83798914850198,30.2020241616,22.5,5.794223785400391,3.9053281583058457,6.112294557093866e-05,1.7575488651275727e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/60,16.63490581512451,374.2782998085022,181.22006864646937,-368.67829494240004,22.5,5.794223785400391,0.0,1.1367638211985924e-05,6.833605394778027e-07,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/61,53.316847801208496,1199.6090608835223,289.62670942136083,-20.217016173600037,22.5,5.794223785400391,27.785687399840164,8.93869347635333e-05,1.6765232464006851e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/62,18.409048080444336,414.1965436935425,97.09120652364528,-269.7072157656,22.5,5.794223785400391,28.140545182057743,1.4699705781451013e-05,7.985043939923378e-07,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/63,39.83348274230957,896.2394839525222,211.7664170142143,-252.4172019336,22.5,5.794223785400391,39.04610520561094,5.2060908691473785e-05,1.3069635168048392e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/64,18.887787103652954,424.9676835536957,99.80331731463866,-142.3491138792,22.5,5.794223785400391,28.07219674511152,2.3269628225175233e-05,1.2319933562081933e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/65,41.16601610183716,926.2206798791885,219.40057827889362,-274.4212195368,22.5,5.794223785400391,33.65955490554977,5.3010828350029915e-05,1.2877327798466306e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/66,28.578788995742798,643.015204668045,156.03379143911025,110.53808843040005,22.5,5.794223785400391,27.0695711119242,5.5346605452556974e-05,1.936632285601801e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/67,50.62078547477722,1138.949632644653,274.010585981212,-244.92219593759998,22.5,5.794223785400391,28.057615974999322,7.107284249553685e-05,1.404024884816342e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/68,52.75152659416199,1186.8917745351791,286.30865433430154,-141.1741129392,22.5,5.794223785400391,28.193886092078127,8.105121127318773e-05,1.5364713877713193e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/69,58.74662780761719,1321.78169131279,321.21734741276305,-3.542002833599949,22.5,5.794223785400391,25.924460904003332,9.975777280089999e-05,1.6981021128154904e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/70,28.79769539833069,647.9381096363066,157.11548660071549,-18.532014825599987,22.5,5.794223785400391,26.514113459570236,4.785830888136563e-05,1.6618798212630523e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/71,69.75861263275146,1569.5438396930695,375.38531440713,-352.0822816656,22.5,5.794223785400391,39.074900380964245,9.69216349853934e-05,1.3893859313923479e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/72,27.558751344680786,620.0628447532654,150.023313995036,109.22108737680001,22.5,5.794223785400391,29.039700113870257,5.350413616262273e-05,1.9414571978766287e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/73,54.977455615997314,1236.9744265079498,305.52956674844245,-82.20606576480003,22.5,5.794223785400391,28.427586151069573,8.885628941967103e-05,1.616231388376869e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/74,52.8262403011322,1188.5725432634354,286.8133617859076,-159.49712759759998,22.5,5.794223785400391,28.275320689116224,8.006927343531573e-05,1.515710241328676e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/75,23.746883630752563,534.2962664365767,127.84129122616014,-123.47509877999998,22.5,5.794223785400391,28.364703599667873,3.2776563223788936e-05,1.3802469298052569e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/76,40.71174073219299,915.998974442482,216.54644331441887,-321.9772575816,22.5,5.794223785400391,34.96678885808851,4.9321496441911164e-05,1.211480903416885e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/77,43.02977991104126,968.157221674919,230.2655049114492,-208.5811668648,22.5,5.794223785400391,28.53224843516223,6.022993421713574e-05,1.3997267553227944e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/78,66.02081418037415,1485.44413626194,363.32569271663397,127.12010169600005,22.5,5.794223785400391,3.468164643075797,0.00012022906027334932,1.821078121588654e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/79,44.96821594238281,1011.7706537246703,241.4085203130708,-364.7292917832,22.5,5.794223785400391,24.56425883485283,5.4060447793751116e-05,1.2021924077000977e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/80,74.82291078567505,1683.4928655624387,414.28355946267857,112.03108962479998,22.5,5.794223785400391,24.26862359539996,0.0001344624904185023,1.7970764436532095e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/81,62.79634928703308,1412.893858551979,344.58165981317416,-19.708015766400052,22.5,5.794223785400391,3.5485658474632618,0.00010573977354076796,1.6838522420697844e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/82,54.74513125419617,1231.7477720975876,298.0444419004998,-126.44410115520002,22.5,5.794223785400391,28.060446097449947,8.539100393404806e-05,1.5597917472798625e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/83,50.075952768325806,1126.6894751787183,270.8022332679011,-228.95418316319999,22.5,5.794223785400391,27.838040740637584,7.11032362571969e-05,1.419907806570409e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/84,64.58255767822266,1453.0819272994995,354.7226593610076,32.61302609039997,22.5,5.794223785400391,3.4670298442797396,0.0001119858331460901,1.7339950161783684e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/85,24.18161654472351,544.0771722793579,130.47242138286947,-147.040117632,22.5,5.794223785400391,28.032455568833665,3.209792590356927e-05,1.3273689062186836e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/86,46.462056398391724,1045.3828310966494,250.1379785019817,-322.85025827999993,22.5,5.794223785400391,21.41577407670935,5.9185111743888905e-05,1.2738375425401444e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/87,74.71617794036865,1681.0922187566755,404.21121800976016,-206.43016514400003,22.5,5.794223785400391,24.08728741530808,0.00011432578521353037,1.530134281022436e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/88,47.42554259300232,1067.0572847127912,255.42808195228193,-185.5481484384,22.5,5.794223785400391,29.503112871751505,6.91804190178354e-05,1.4587164476225315e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/89,22.468811750411987,505.53932726383204,120.54577738058289,-71.87705750159998,22.5,5.794223785400391,28.1289087465736,3.372248204188196e-05,1.500857384737474e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/90,30.539979457855225,687.1361750364305,167.39996775241528,0.34400027520003496,22.5,5.794223785400391,3.486034804227193,5.201779443850234e-05,1.7032688090143029e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/91,22.42082381248474,504.4619482755661,120.34673521495824,-180.87814470240002,22.5,5.794223785400391,28.039596860706272,2.7012310086987498e-05,1.2047866890576094e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/92,87.58327269554138,1970.593938231468,478.52992142650146,-8.06000644799999,22.5,5.794223785400391,27.98241079953256,0.00014853398895477876,1.6959173182659593e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/93,90.22890758514404,2030.1182663440704,494.06453375533516,-11.560009248000016,22.5,5.794223785400391,4.083152860108019,0.00015288821116788136,1.694448212438006e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/94,67.00775265693665,1507.6520758867264,368.94393765420864,-7.158005726399955,22.5,5.794223785400391,3.4541023363123973,0.00011375166775716592,1.6975896556260695e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/95,42.748404026031494,961.8248105049133,228.55412798808538,-366.3232930584,22.5,5.794223785400391,28.3799304030678,5.014218369427364e-05,1.172960367449969e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/96,27.484943628311157,618.4022837877274,149.69238750334807,97.83907827119998,22.5,5.794223785400391,28.29151085358809,5.2690384900795866e-05,1.9170635971951414e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/97,30.34968614578247,682.8544789552689,166.33861168802196,-22.493017994400017,22.5,5.794223785400391,3.401972796955142,5.030309194832152e-05,1.657450153082122e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/98,29.071271657943726,654.0954422950745,158.95764130821044,-28.764023011199964,22.5,5.794223785400391,25.17371083686236,4.772246433052166e-05,1.6415678299879769e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/99,31.268654823303223,703.531311750412,171.56491422372346,-9.12600730080006,22.5,5.794223785400391,4.030174863840338,5.269260397529169e-05,1.6851573651969862e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/100,63.91826152801514,1438.1391799449918,351.1109161646855,-21.595017275999986,22.5,5.794223785400391,3.9196671460377486,0.00010755837443993156,1.6827487461120813e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/101,31.69714903831482,713.1713855266572,174.14766874325505,-48.4870387896,22.5,5.794223785400391,3.3012291351848404,5.104129707972468e-05,1.6102803762580376e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/102,15.499758005142212,348.741711974144,80.35366983563563,-344.8132758503999,22.5,5.794223785400391,24.863538268803094,5.128402265755555e-06,3.3086982803564755e-07,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/103,23.78542923927307,535.1646530628204,128.1249707258121,-9.992007993600007,22.5,5.794223785400391,27.806080647720172,3.975188962020812e-05,1.671270643061265e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/104,22.159350395202637,498.5774391889572,118.85153044468281,-162.79213023359992,22.5,5.794223785400391,28.07400245006062,2.766376766141583e-05,1.2484015626832123e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/105,72.48317265510559,1630.8479046821597,391.35009802034347,-316.39525311599994,22.5,5.794223785400391,29.30752603475136,0.00010379478047365897,1.4319845099433275e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/106,35.79566287994385,805.3892290592192,197.89415254543204,130.5131044104,22.5,5.794223785400391,3.512320581055425,6.89893115697375e-05,1.9273092329962664e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/107,55.64253783226013,1251.9405144453049,303.2263763872197,-108.52008681599997,22.5,5.794223785400391,28.449534081364483,8.802564510006439e-05,1.5819847284001728e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/108,55.709200382232666,1253.437728881836,303.50317349997295,-74.53405962720008,22.5,5.794223785400391,28.46969317584043,9.020157392386816e-05,1.6191503971512064e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/109,63.24748158454895,1423.0442708730698,347.28317625950143,-3.2140025711999805,22.5,5.794223785400391,3.7313796542415996,0.00010752541704763948,1.7000742852330014e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/110,64.10134625434875,1442.256917953491,352.0726572076255,-31.206024964799976,22.5,5.794223785400391,3.3858876686093584,0.00010728263973365382,1.673640976399549e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/111,22.378533601760864,503.5079509019851,120.09589970336674,-193.7191549752,22.5,5.794223785400391,27.93673837507294,2.615764784218657e-05,1.1688722910838244e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/112,65.06316590309143,1463.8991636037827,357.7635982202246,25.9440207552,22.5,5.794223785400391,3.886663577760045,0.00011242328015120085,1.7279097718461798e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/113,66.01557278633118,1485.3258293867111,363.14474064664137,-30.0880240704,22.5,5.794223785400391,3.6611692038378796,0.00011064504217800628,1.676044568091907e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/114,29.333289623260498,659.9908947944641,160.4198211203966,-57.8290462632,22.5,5.794223785400391,24.558271188501287,4.640161180061256e-05,1.581875486744499e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/115,63.920485734939575,1438.1885969638822,351.1715798049672,-8.146006516799915,22.5,5.794223785400391,3.3698754498876897,0.00010838341878783953,1.6955975465717726e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/116,48.694031953811646,1095.5955326557157,262.89868775439845,-298.87823910239996,22.5,5.794223785400391,26.737981262370347,6.447557209816632e-05,1.3240959828367495e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/117,78.16941499710083,1758.7838298082352,423.98060361202624,-218.545174836,22.5,5.794223785400391,26.98582440182815,0.00011951892256962725,1.5289729694671503e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/118,85.87478470802307,1932.1569496393204,468.5126915638957,18.245014596,22.5,5.794223785400391,28.773138718591937,0.00014718625336021827,1.7139635791886534e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/119,50.37495732307434,1133.4186655282974,272.6177978142105,-235.8961887168,22.5,5.794223785400391,27.861405240699586,7.12007604382181e-05,1.4134157966939747e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/120,42.002665519714355,945.0449967384338,224.4000328112552,-306.6372453096,22.5,5.794223785400391,31.447377394921872,5.250017598920673e-05,1.2499248640438133e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/121,21.25534415245056,478.23778688907623,113.55513724979211,-81.435065148,22.5,5.794223785400391,28.047009123800514,3.1054283357090746e-05,1.4610106114659381e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/122,60.72789931297302,1366.353583931923,332.5198250388139,6.3270050615999605,22.5,5.794223785400391,3.240621523560299,0.00010375812952639593,1.7085743241612601e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/123,28.05534863471985,631.2376356124877,152.8751129265429,-33.820027056000036,22.5,5.794223785400391,27.270884539577313,4.565385319972841e-05,1.6272780564640556e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/124,61.88594627380371,1392.40902364254,339.2086140687352,-7.899006319200022,22.5,5.794223785400391,3.952773279821882,0.00010488492704509117,1.6948101040750976e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/125,26.74184775352478,601.6828733682632,145.2608984271046,-68.16405453120001,22.5,5.794223785400391,28.976256069891907,4.1302425946074376e-05,1.5444866161363288e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/126,55.17927598953247,1241.515395641327,300.4803371694434,-108.04808643840003,22.5,5.794223785400391,27.778020103558,8.725292605022412e-05,1.5812626114698574e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/127,62.336289167404175,1402.5455528497696,341.79626444919995,9.73600778879997,22.5,5.794223785400391,3.8489518693440137,0.00010673222494970866,1.7122004914838473e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/128,24.705363512039185,555.8618223667145,133.51339339690097,-130.91310473040002,22.5,5.794223785400391,28.61991455520745,3.3981333557821926e-05,1.3754638154286805e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/129,56.006669998168945,1260.133327245712,305.13824599934014,-75.0070600056,22.5,5.794223785400391,27.84020336326563,9.067969789406715e-05,1.6190874747067054e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/130,76.48790311813354,1720.9574568271637,414.5702159883777,-325.405260324,22.5,5.794223785400391,21.52747764190673,0.00011014242911764156,1.4399980209619486e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/131,20.787935495376587,467.72030353546137,110.86098531662357,-89.85707188559999,22.5,5.794223785400391,28.227478566840123,2.9737918305322063e-05,1.4305373572058673e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/132,86.64048433303833,1949.3828201293945,473.18121407876697,-34.48902759119997,22.5,5.794223785400391,28.035214611995006,0.00014530972067346257,1.6771572988316283e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/133,46.664841651916504,1049.9434930086134,347.48859658255515,-328.5262628208,22.5,5.794223785400391,0.0,6.504084113098043e-05,1.3937868174103026e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/134,29.336482286453247,660.0632339715958,160.42292109554728,113.21209056959997,22.5,5.794223785400391,25.37246994919716,5.68137227226293e-05,1.93662355860792e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/135,26.36995530128479,593.3163768053055,143.2521117665565,-78.63706290960003,22.5,5.794223785400391,28.085299959603283,4.003384794044318e-05,1.5181613879524728e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/136,28.200412273406982,634.4998723268509,153.80506955403416,-13.439010751200035,22.5,5.794223785400391,27.500334721566823,4.714908522548636e-05,1.6719289338173257e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/137,87.13928413391113,1960.607628822327,475.93420751887334,-54.69504375599996,22.5,5.794223785400391,28.06729969701504,0.00014493074596004605,1.6632079021595358e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/138,22.15395951271057,498.45616579055786,118.7800555719905,-175.610140488,22.5,5.794223785400391,28.708758166007108,2.6872088303836783e-05,1.2129700015213642e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/139,32.99304485321045,742.3295295238494,181.4570440641719,9.189007351199994,22.5,5.794223785400391,3.7540416386034754,5.6769749980966454e-05,1.7206581033530275e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/140,34.006388664245605,765.1305913925171,187.51839342666153,-26.56002124799999,22.5,5.794223785400391,3.622501007098562,5.6350712704765946e-05,1.6570625378993333e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/141,77.95044541358948,1753.8593691587446,422.8669485907458,-324.31525945199996,22.5,5.794223785400391,27.687619252323895,0.00011271561098701118,1.4459905955503485e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/142,33.366079568862915,750.7237976789473,183.79652651415748,84.14006731200003,22.5,5.794223785400391,3.413570163998633,6.19835040945466e-05,1.8576801618728185e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/143,27.794060945510864,625.3576058149337,151.48747618883593,-44.497035597600046,22.5,5.794223785400391,27.579490385739536,4.456195461372518e-05,1.6032905267455193e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/144,54.118358850479126,1217.6479572057724,294.2585185050357,-124.96109996879997,22.5,5.794223785400391,28.128147694295368,8.439292927567059e-05,1.5594140522412282e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/145,24.476596117019653,550.7136869430542,132.13503171853517,-105.59208447359998,22.5,5.794223785400391,27.999703025708342,3.5124943746883794e-05,1.4350420123351986e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/146,28.89645791053772,650.1609420776366,157.73527026891134,-8.897007117600015,22.5,5.794223785400391,25.64953972944742,4.861754802861576e-05,1.682474308066883e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/147,27.65304732322693,622.1846491098404,150.55681640298826,-32.264025811199986,22.5,5.794223785400391,28.023778803989423,4.5056612388600235e-05,1.6293543298121556e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/148,76.66978621482849,1725.043512582779,511.1571654133131,-333.840267072,22.5,5.794223785400391,0.0,0.00011575493197059867,1.5097855059391156e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/149,39.87889742851257,897.2626876831055,211.819671934918,-214.4881715904,22.5,5.794223785400391,39.113476401996124,5.443431685278195e-05,1.3649905178637801e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/150,28.442451238632202,639.9459904432298,155.2569119713662,109.17508733999996,22.5,5.794223785400391,27.004038409850164,5.50296421638093e-05,1.9347714338019087e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/151,35.53483867645264,799.5230448246002,196.21016426170172,-7.86400629120002,22.5,5.794223785400391,3.623573234586549,6.010992013329875e-05,1.6915771218382068e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/152,40.0929114818573,902.0790714025496,213.25185078438244,-366.5782932624,22.5,5.794223785400391,37.6832303313078,4.55601415621682e-05,1.1363640074576502e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/153,52.101828813552856,1172.2715842723844,282.5885915962836,-52.98704238959999,22.5,5.794223785400391,28.38051925422287,8.53012543077751e-05,1.6372026903897533e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/154,88.54214406013489,1992.1692144870758,484.0867332558092,-9.310007447999968,22.5,5.794223785400391,26.190763443012813,0.00015010886362761536,1.6953380248581557e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/155,24.69974160194397,555.7359892129897,133.48123737124024,-112.07108965679997,22.5,5.794223785400391,27.957890128554656,3.511822020343453e-05,1.4218051657945517e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/156,46.65790390968323,1049.7869539260864,339.21683508126716,-323.84125907279997,22.5,5.794223785400391,0.0,6.481306879715382e-05,1.3891123125165238e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/157,16.662030935287476,374.8896342515945,180.84455721805534,-202.13416170719998,22.5,5.794223785400391,0.0,2.151587425543165e-05,1.2913116257553287e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/158,16.032813787460327,360.73553681373596,83.36197883163551,-205.4441643552,22.5,5.794223785400391,14.27943366384854,1.4521592377823867e-05,9.057419720786363e-07,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/159,57.72237277030945,1298.7350839376447,315.0723194429638,103.91408313120006,22.5,5.794223785400391,27.792301582577505,0.00010452001244024203,1.8107365900593019e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/160,77.77122688293457,1749.8251605033875,421.7894530389703,-303.25724260559997,22.5,5.794223785400391,26.853296363368997,0.00011368591310439154,1.461799146817083e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/161,91.89032244682312,2067.49732196331,503.6705306398626,87.11406969119999,22.5,5.794223785400391,3.4746823755932423,0.000161751286090097,1.7602646479307152e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/162,50.038703203201294,1125.851231217384,270.76060877981485,-252.1192016952,22.5,5.794223785400391,28.83129951252693,6.964015163832439e-05,1.391725747878076e-06,0.08536585365853659
llama-2-7b.Q3_K_L,HumanEval/163,50.906564474105835,1145.378002524376,275.8427251718431,-190.65815252640004,22.5,5.794223785400391,27.699308779046362,7.487733993852063e-05,1.4708778860260308e-06,0.08536585365853659
